Title,Price,Rating,Sold
New ListingHP Chromebook 11 G5 GRADE B+ 16Gb SSD Core 1.6Ghz Fast Gigabit Wifi HDMI Webcam ,68.97,,
"Dell Ubuntu Laptop Intel Core 2 Duo 13-15""",129.99,,
"HP 14-AM052NR Laptop Notebook Desktop w.Adaptor, Bag",189.99,,
"HP EliteBook 8570p 15.6"" Laptop 2.6 GHz i5-3320M 4GB RAM (Grade B)",120.00,,
"Custom Build Dell Latitude E5470 14"" Laptop Core i5 Min 2.60GHz Grade B v.WCA",271.99,,
"New ListingToshiba Tecra M2 14.1"" Laptop: Intel Pentium M CPU @ 1.5GHz 768MB RAM 60GB HDD",27.30,,
"Lenovo ThinkPad X13 Gen 1 - 13.3"" - Core i5 - 16 GB RAM - 256 GB SSD - win10 pro",68.00,,
"New ListingNEC LaVie BL100 R UMPC INTEL ATOM N270 1.60GHz 320GB, 2GB RAM WEBCAM WIN 10 RARE",855.00,,
"Dell Latitude E5420 14"" Laptop 2.4 GHz i5-2430M 4GB RAM (Grade C)",375.00,,
"HP ProBook 6470b 14"" Laptop 2.7 GHz i5-3340M 4GB RAM (Grade A)",499.95,,
"Dell Latitude E6420 14.0"" Laptop 2.5 GHz i5-2520M 4GB RAM (Grade B No Webcam)",78.00,,
"Dell Latitude E6520 15.6"" Laptop 2.6 GHz i5-2540M 4GB RAM (Grade C No Battery)",110.00,,
"Lenovo T560s 14"" Laptop 2.40GHz i5 8GB DDR4 256GB SSD Windows 10 Pro x64 Grade B",95.00,,
"Lenovo ThinkPad T540p 15.6"" Laptop 2.6 GHz i5-4300M 4GB RAM (Grade B)",112.00,,
"HP ProBook 6450b 14"" Laptop 2.4 GHz i5-M 520 4GB RAM Grade C No Battery, Webcam",299.00,,
"Dell Precision M6700 17.1"" Laptop 2.9 GHz i7-3520M 4GB RAM (Grade C)",160.00,,
"Lenovo X201 Tablet 12.2"" Laptop 2.67 GHz i5-M 560 4GB RAM (Grade B No Webcam)",60.00,,
"Lenovo ThinkPad Edge E430 14"" Laptop 2.3 GHz i3-2350M 4GB RAM (Grade B)",272.00,,
"HP ProBook 6460b 14"" Laptop 2.5 GHz i5-2520M 4GB RAM Grade B No Battery, Webcam",130.00,,
"Lenovo Thinkpad 11e Laptop 11.6"" Quad Core 4GB 500GB Bluetooth Webcam Windows 10",79.00,,
"New ListingLenovo ThinkPad X120e 11.6"" AMD E-300 W/ Radeon 4GB RAM 320 GB Notebook Laptop",80.00,,
,129.99,,
,89.99,,
